7.382158041000366211e-01,-4.483629018068313599e-02,1.158262968063354492e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.227138787508010864e-01,-5.186350941658020020e-01,6.571331620216369629e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.600549757480621338e-01,-2.303798794746398926e-01,1.403660476207733154e-01,4.159999999999999809e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.267897605895996094e+00,1.969739645719528198e-01,2.118348121643066406e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.240187257528305054e-02,5.918363332748413086e-01,-2.187401950359344482e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.194703817367553711e+00,1.814656376838684082e+00,1.040775254368782043e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.935711383819580078e-01,1.819562762975692749e-01,1.305797457695007324e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-4.858171343803405762e-01,-3.721053004264831543e-01,5.359269678592681885e-02,4.159999999999999809e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.998514235019683838e-01,-7.338040322065353394e-02,-2.506326138973236084e-01,4.159999999999999809e-02,0.000000000000000000e+00,0.000000000000000000e+00
-3.074514567852020264e-01,3.016376495361328125e-02,-1.411434262990951538e-01,4.159999999999999809e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.533448576927185059e-01,1.230596303939819336e-01,4.720643907785415649e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.743120908737182617e-01,2.312983036041259766e+00,-2.604433335363864899e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.019248008728027344e-01,-2.605620324611663818e-01,1.302285194396972656e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.286332368850708008e-01,-8.821709454059600830e-02,1.006901621818542480e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.353886365890502930e-01,2.172631472349166870e-01,-3.908937275409698486e-01,4.159999999999999809e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.065440773963928223e+00,2.031397968530654907e-01,1.661357283592224121e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.489444166421890259e-01,-5.234645605087280273e-01,2.131429016590118408e-01,4.159999999999999809e-02,0.000000000000000000e+00,0.000000000000000000e+00
